class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,veil-color,spore-print-color,population,habitat
p,k,y,e,f,y,f,c,n,b,w,w,v,l
p,x,s,e,f,f,f,c,n,b,w,w,v,p
e,k,s,g,f,n,f,w,b,g,w,w,s,g
p,x,s,n,f,y,f,c,n,b,w,w,v,l
p,f,s,e,f,s,f,c,n,b,w,w,v,d
p,f,s,n,f,y,f,c,n,b,w,w,v,d
p,f,s,e,f,s,f,c,n,b,w,w,v,l
p,f,y,n,f,s,f,c,n,b,w,w,v,p
p,x,s,e,f,y,f,c,n,b,w,w,v,p
p,x,s,e,f,s,f,c,n,b,w,w,v,p
p,x,s,e,f,y,f,c,n,b,w,w,v,d
p,x,s,e,f,f,f,c,n,b,w,w,v,p
p,f,s,e,f,s,f,c,n,b,w,w,v,d
p,x,s,e,f,s,f,c,n,b,w,w,v,p
p,x,s,n,f,f,f,c,n,b,w,w,v,l
p,f,s,n,f,s,f,c,n,b,w,w,v,l
p,k,y,n,f,y,f,c,n,b,w,w,v,d
p,x,y,e,f,s,f,c,n,b,w,w,v,p
p,x,s,n,f,f,f,c,n,b,w,w,v,l
p,x,s,e,f,f,f,c,n,b,w,w,v,p
e,b,s,w,f,n,f,w,b,p,w,w,s,g
p,f,s,e,f,s,f,c,n,b,w,w,v,p
p,x,s,e,f,y,f,c,n,b,w,w,v,l
p,x,y,e,f,f,f,c,n,b,w,w,v,d
p,f,y,n,f,f,f,c,n,b,w,w,v,p
p,f,s,e,f,y,f,c,n,b,w,w,v,l
p,f,y,n,f,s,f,c,n,b,w,w,v,d
p,f,y,e,f,f,f,c,n,b,w,w,v,d
p,f,s,n,f,f,f,c,n,b,w,w,v,d
p,x,y,e,f,f,f,c,n,b,w,w,v,l
p,f,s,n,f,s,f,c,n,b,w,w,v,d
p,x,s,n,f,y,f,c,n,b,w,w,v,l
p,f,s,e,f,s,f,c,n,b,w,w,v,p
p,x,s,n,f,s,f,c,n,b,w,w,v,d
p,f,s,e,f,s,f,c,n,b,w,w,v,l
p,x,y,e,f,y,f,c,n,b,w,w,v,p
p,f,y,n,f,f,f,c,n,b,w,w,v,p
p,x,y,e,f,f,f,c,n,b,w,w,v,l
p,f,s,n,f,f,f,c,n,b,w,w,v,p
p,f,s,n,f,y,f,c,n,b,w,w,v,p
p,x,s,n,f,y,f,c,n,b,w,w,v,p
p,f,s,e,f,s,f,c,n,b,w,w,v,d
p,k,y,n,f,y,f,c,n,b,w,w,v,p
p,x,y,e,f,f,f,c,n,b,w,w,v,l
p,x,y,e,f,s,f,c,n,b,w,w,v,d
p,k,s,n,f,s,f,c,n,b,w,w,v,d
p,x,s,e,f,f,f,c,n,b,w,w,v,p
p,x,s,e,f,f,f,c,n,b,w,w,v,p
p,f,y,n,f,f,f,c,n,b,w,w,v,l
p,f,s,e,f,y,f,c,n,b,w,w,v,d
p,f,s,e,f,f,f,c,n,b,w,w,v,p
p,f,s,n,f,f,f,c,n,b,w,w,v,l
p,f,y,e,f,f,f,c,n,b,w,w,v,p
p,f,y,e,f,f,f,c,n,b,w,w,v,l
p,k,s,e,f,s,f,c,n,b,w,w,v,d
p,x,s,n,f,f,f,c,n,b,w,w,v,d
p,f,y,n,f,y,f,c,n,b,w,w,v,d
p,f,s,e,f,f,f,c,n,b,w,w,v,p
p,k,s,n,f,y,f,c,n,b,w,w,v,d
p,f,y,n,f,f,f,c,n,b,w,w,v,p
p,x,y,e,f,y,f,c,n,b,w,w,v,l
p,x,y,e,f,f,f,c,n,b,w,w,v,p
p,x,s,e,f,y,f,c,n,b,w,w,v,p
p,f,y,n,f,f,f,c,n,b,w,w,v,l
p,f,y,n,f,s,f,c,n,b,w,w,v,p
p,f,y,e,f,s,f,c,n,b,w,w,v,p
p,k,y,n,f,y,f,c,n,b,w,w,v,l
p,x,s,n,f,s,f,c,n,b,w,w,v,d
p,x,s,e,f,y,f,c,n,b,w,w,v,l
p,x,s,n,f,f,f,c,n,b,w,w,v,l
p,f,y,e,f,f,f,c,n,b,w,w,v,p
p,k,y,e,f,f,f,c,n,b,w,w,v,d
e,x,f,g,f,n,f,w,b,w,w,w,s,g
p,f,y,e,f,f,f,c,n,b,w,w,v,l
p,x,s,e,f,f,f,c,n,b,w,w,v,l
p,x,s,e,f,s,f,c,n,b,w,w,v,l
p,x,y,e,f,s,f,c,n,b,w,w,v,d
p,f,y,n,f,f,f,c,n,b,w,w,v,p
p,f,y,n,f,y,f,c,n,b,w,w,v,l
p,x,s,n,f,s,f,c,n,b,w,w,v,p
p,x,s,e,f,f,f,c,n,b,w,w,v,l
p,f,y,e,f,f,f,c,n,b,w,w,v,d
p,f,s,n,f,f,f,c,n,b,w,w,v,l
p,f,y,n,f,f,f,c,n,b,w,w,v,l
p,f,y,n,f,y,f,c,n,b,w,w,v,d
p,x,y,e,f,f,f,c,n,b,w,w,v,l
p,x,s,e,f,f,f,c,n,b,w,w,v,p
p,f,s,n,f,f,f,c,n,b,w,w,v,l
p,f,s,n,f,s,f,c,n,b,w,w,v,d
p,x,s,e,f,f,f,c,n,b,w,w,v,d
p,f,s,n,f,f,f,c,n,b,w,w,v,l
p,f,s,n,f,f,f,c,n,b,w,w,v,p
p,f,y,n,f,f,f,c,n,b,w,w,v,p
p,x,s,n,f,s,f,c,n,b,w,w,v,l
p,f,s,n,f,y,f,c,n,b,w,w,v,l
p,f,s,n,f,y,f,c,n,b,w,w,v,p
p,x,s,n,f,y,f,c,n,b,w,w,v,p
p,f,y,n,f,f,f,c,n,b,w,w,v,p
p,x,s,n,f,y,f,c,n,b,w,w,v,p
p,x,s,n,f,y,f,c,n,b,w,w,v,p
p,f,s,n,f,f,f,c,n,b,w,w,v,p
p,f,y,n,f,f,f,c,n,b,w,w,v,d
p,x,y,e,f,y,f,c,n,b,w,w,v,d
p,f,s,e,f,f,f,c,n,b,w,w,v,l
p,f,y,n,f,s,f,c,n,b,w,w,v,d
p,f,s,e,f,y,f,c,n,b,w,w,v,l
p,x,s,n,f,f,f,c,n,b,w,w,v,p
e,k,f,w,f,n,f,w,b,p,w,w,n,g
p,x,s,n,f,f,f,c,n,b,w,w,v,p
p,f,s,n,f,f,f,c,n,b,w,w,v,d
p,f,y,n,f,y,f,c,n,b,w,w,v,p
p,f,s,n,f,f,f,c,n,b,w,w,v,d
p,f,y,n,f,y,f,c,n,b,w,w,v,d
p,f,y,n,f,f,f,c,n,b,w,w,v,l
p,f,s,n,f,f,f,c,n,b,w,w,v,d
p,f,y,e,f,y,f,c,n,b,w,w,v,p
e,b,s,n,f,n,a,c,b,o,o,o,v,l
p,f,s,e,f,f,f,c,n,b,w,w,v,d
p,f,s,e,f,s,f,c,n,b,w,w,v,p
p,x,s,e,f,y,f,c,n,b,w,w,v,l
p,f,y,n,f,s,f,c,n,b,w,w,v,l
p,f,y,e,f,s,f,c,n,b,w,w,v,p
p,f,s,n,f,f,f,c,n,b,w,w,v,l
p,f,y,e,f,s,f,c,n,b,w,w,v,l
p,f,s,n,f,s,f,c,n,b,w,w,v,p
p,k,y,n,f,y,f,c,n,b,w,w,v,p
p,f,y,e,f,f,f,c,n,b,w,w,v,l
p,f,s,e,f,s,f,c,n,b,w,w,v,d
p,x,y,e,f,f,f,c,n,b,w,w,v,p
p,f,s,n,f,y,f,c,n,b,w,w,v,l
p,x,s,e,f,s,f,c,n,b,w,w,v,p
p,k,y,n,f,y,f,c,n,b,w,w,v,p
p,x,s,n,f,s,f,c,n,b,w,w,v,p
p,x,y,e,f,f,f,c,n,b,w,w,v,d
p,f,y,n,f,y,f,c,n,b,w,w,v,d
p,f,s,e,f,y,f,c,n,b,w,w,v,d
p,f,s,n,f,f,f,c,n,b,w,w,v,p
e,x,s,w,f,n,f,w,b,g,w,w,s,g
p,f,y,n,f,y,f,c,n,b,w,w,v,d
p,f,s,n,f,f,f,c,n,b,w,w,v,l
p,x,y,e,f,y,f,c,n,b,w,w,v,l
p,f,s,e,f,s,f,c,n,b,w,w,v,l
p,x,s,n,f,s,f,c,n,b,w,w,v,p
p,x,y,e,f,f,f,c,n,b,w,w,v,l
e,k,f,g,f,n,f,w,b,g,w,w,s,g
p,f,s,e,f,s,f,c,n,b,w,w,v,l
p,f,y,e,f,s,f,c,n,b,w,w,v,p
e,b,f,w,f,n,f,w,b,w,w,w,s,g
p,f,s,n,f,y,f,c,n,b,w,w,v,l
p,x,y,e,f,s,f,c,n,b,w,w,v,l
p,x,y,e,f,f,f,c,n,b,w,w,v,d
p,f,s,n,f,s,f,c,n,b,w,w,v,p
p,x,s,n,f,f,f,c,n,b,w,w,v,d
p,f,s,e,f,s,f,c,n,b,w,w,v,p
p,f,s,e,f,s,f,c,n,b,w,w,v,l
p,f,s,e,f,s,f,c,n,b,w,w,v,l
p,x,y,e,f,m,f,c,b,w,w,w,c,d
p,f,y,n,f,y,f,c,n,b,w,w,v,d
p,f,y,e,f,y,f,c,n,b,w,w,v,d
p,x,s,e,f,s,f,c,n,b,w,w,v,p
p,f,s,e,f,y,f,c,n,b,w,w,v,p
p,f,y,e,f,f,f,c,n,b,w,w,v,p
p,f,y,e,f,s,f,c,n,b,w,w,v,l
p,x,s,e,f,f,f,c,n,b,w,w,v,l
p,f,s,e,f,s,f,c,n,b,w,w,v,p
e,x,s,n,f,n,a,c,b,n,n,y,c,l
p,f,y,n,f,s,f,c,n,b,w,w,v,d
p,f,y,e,f,s,f,c,n,b,w,w,v,l
p,f,y,e,f,s,f,c,n,b,w,w,v,l
p,x,s,n,f,f,f,c,n,b,w,w,v,p
p,x,s,e,f,y,f,c,n,b,w,w,v,d
p,x,y,e,f,f,f,c,n,b,w,w,v,d
p,x,s,e,f,s,f,c,n,b,w,w,v,p
p,x,y,e,f,y,f,c,n,b,w,w,v,p
p,f,y,e,f,f,f,c,n,b,w,w,v,p
e,x,s,n,f,n,a,c,b,n,n,o,v,l
p,f,s,n,f,s,f,c,n,b,w,w,v,p
p,x,y,e,f,f,f,c,n,b,w,w,v,p
p,f,s,n,f,f,f,c,n,b,w,w,v,d
p,f,y,e,f,y,f,c,n,b,w,w,v,p
p,x,y,e,f,f,f,c,n,b,w,w,v,d
p,x,s,n,f,s,f,c,n,b,w,w,v,d
p,x,s,n,f,f,f,c,n,b,w,w,v,l
p,x,s,n,f,y,f,c,n,b,w,w,v,l
p,x,y,e,f,s,f,c,n,b,w,w,v,d
p,f,s,n,f,y,f,c,n,b,w,w,v,l
p,f,s,n,f,y,f,c,n,b,w,w,v,l
p,k,y,e,f,y,f,c,n,b,w,w,v,l
p,x,s,n,f,y,f,c,n,b,w,w,v,d
p,f,y,n,f,y,f,c,n,b,w,w,v,p
e,k,s,w,f,n,f,w,b,g,w,w,n,g
p,f,s,e,f,y,f,c,n,b,w,w,v,l
p,x,s,e,f,y,f,c,n,b,w,w,v,l
p,f,y,n,f,f,f,c,n,b,w,w,v,d
p,f,y,n,f,s,f,c,n,b,w,w,v,p
p,f,y,e,f,y,f,c,n,b,w,w,v,d
p,x,s,n,f,f,f,c,n,b,w,w,v,p
p,f,y,n,f,s,f,c,n,b,w,w,v,l
p,x,s,n,f,s,f,c,n,b,w,w,v,l
p,k,y,n,f,y,f,c,n,b,w,w,v,l
p,f,s,e,f,s,f,c,n,b,w,w,v,d
p,f,y,e,f,s,f,c,n,b,w,w,v,l
p,f,y,e,f,f,f,c,n,b,w,w,v,l
p,f,y,e,f,s,f,c,n,b,w,w,v,p
p,f,y,n,f,f,f,c,n,b,w,w,v,p
p,f,y,n,f,f,f,c,n,b,w,w,v,l
p,k,y,n,f,y,f,c,n,b,w,w,v,l
p,k,y,n,f,y,f,c,n,b,w,w,v,p
p,f,s,e,f,y,f,c,n,b,w,w,v,p
p,x,s,e,f,y,f,c,n,b,w,w,v,d
p,k,s,n,f,f,f,c,n,b,w,w,v,l
p,x,s,e,f,f,f,c,n,b,w,w,v,p
p,f,s,n,f,f,f,c,n,b,w,w,v,d
p,x,s,e,f,s,f,c,n,b,w,w,v,l
p,f,s,n,f,y,f,c,n,b,w,w,v,p
p,x,s,n,f,f,f,c,n,b,w,w,v,l
p,f,y,e,f,y,f,c,n,b,w,w,v,d
p,x,s,n,f,f,f,c,n,b,w,w,v,l
p,x,s,e,f,y,f,c,n,b,w,w,v,p
p,x,s,e,f,s,f,c,n,b,w,w,v,d
p,x,s,n,f,s,f,c,n,b,w,w,v,p
p,x,y,e,f,s,f,c,n,b,w,w,v,d
p,f,y,e,f,y,f,c,n,b,w,w,v,p
p,f,s,e,f,s,f,c,n,b,w,w,v,d
p,x,s,e,f,y,f,c,n,b,w,w,v,d
p,f,y,e,f,y,f,c,n,b,w,w,v,l
p,f,s,e,f,y,f,c,n,b,w,w,v,p
p,f,s,e,f,s,f,c,n,b,w,w,v,l
p,f,y,n,f,f,f,c,n,b,w,w,v,d
p,f,s,n,f,s,f,c,n,b,w,w,v,p
p,x,s,e,f,f,f,c,n,b,w,w,v,p
p,f,y,n,f,s,f,c,n,b,w,w,v,l
p,f,s,n,f,s,f,c,n,b,w,w,v,d
p,f,y,n,f,f,f,c,n,b,w,w,v,l
p,f,s,e,f,s,f,c,n,b,w,w,v,l
p,f,y,e,f,f,f,c,n,b,w,w,v,p
p,f,y,n,f,y,f,c,n,b,w,w,v,d
p,f,s,e,f,y,f,c,n,b,w,w,v,d
p,f,s,e,f,f,f,c,n,b,w,w,v,d
p,f,y,n,f,s,f,c,n,b,w,w,v,d
p,f,s,e,f,f,f,c,n,b,w,w,v,d
p,f,s,n,f,f,f,c,n,b,w,w,v,d
p,k,y,e,f,s,f,c,n,b,w,w,v,d
p,f,y,e,f,f,f,c,n,b,w,w,v,d
p,f,s,e,f,f,f,c,n,b,w,w,v,d
p,f,y,e,f,y,f,c,n,b,w,w,v,d
p,f,y,n,f,s,f,c,n,b,w,w,v,l
p,f,y,e,f,f,f,c,n,b,w,w,v,p
p,f,s,n,f,s,f,c,n,b,w,w,v,p
p,x,y,e,f,y,f,c,n,b,w,w,v,d
e,x,f,w,f,n,f,w,b,p,w,w,n,g
p,x,s,e,f,s,f,c,n,b,w,w,v,d
p,x,s,e,f,f,f,c,n,b,w,w,v,l
p,f,y,n,f,y,f,c,n,b,w,w,v,l
p,x,s,e,f,y,f,c,n,b,w,w,v,d
p,x,s,n,f,y,f,c,n,b,w,w,v,d
p,x,s,n,f,f,f,c,n,b,w,w,v,p
p,x,s,n,f,y,f,c,n,b,w,w,v,l
e,x,f,g,f,n,f,w,b,p,w,w,n,g
p,f,y,e,f,f,f,c,n,b,w,w,v,l
p,f,y,e,f,f,f,c,n,b,w,w,v,l
p,x,y,e,f,y,f,c,n,b,w,w,v,p
p,x,s,n,f,y,f,c,n,b,w,w,v,p
p,k,s,e,f,y,f,c,n,b,w,w,v,p
p,k,y,e,f,f,f,c,n,b,w,w,v,d
p,f,y,e,f,s,f,c,n,b,w,w,v,d
p,x,s,n,f,f,f,c,n,b,w,w,v,l
p,f,s,n,f,s,f,c,n,b,w,w,v,l
p,x,s,e,f,s,f,c,n,b,w,w,v,p
p,f,y,n,f,y,f,c,n,b,w,w,v,d
p,x,s,n,f,s,f,c,n,b,w,w,v,p
e,k,f,w,f,n,f,w,b,p,w,w,n,g
p,k,y,n,f,f,f,c,n,b,w,w,v,d
p,f,s,e,f,f,f,c,n,b,w,w,v,d
p,x,y,e,f,f,f,c,n,b,w,w,v,d
p,x,s,n,f,s,f,c,n,b,w,w,v,l
p,x,s,n,f,y,f,c,n,b,w,w,v,d
p,f,y,e,f,y,f,c,n,b,w,w,v,l
p,f,y,n,f,s,f,c,n,b,w,w,v,l
p,x,y,e,f,y,f,c,n,b,w,w,v,l
p,f,s,e,f,y,f,c,n,b,w,w,v,p
p,x,s,e,f,s,f,c,n,b,w,w,v,d
p,x,s,n,f,s,f,c,n,b,w,w,v,p
p,f,y,n,f,f,f,c,n,b,w,w,v,l
p,f,y,e,f,s,f,c,n,b,w,w,v,l
p,f,y,n,f,s,f,c,n,b,w,w,v,l
p,f,y,n,f,f,f,c,n,b,w,w,v,d
p,f,s,n,f,y,f,c,n,b,w,w,v,p
p,f,y,e,f,f,f,c,n,b,w,w,v,p
p,f,y,e,f,s,f,c,n,b,w,w,v,l
p,x,y,e,f,s,f,c,n,b,w,w,v,p
p,k,s,e,f,f,f,c,n,b,w,w,v,p
p,f,y,e,f,s,f,c,n,b,w,w,v,p
p,f,y,n,f,y,f,c,n,b,w,w,v,p
p,f,s,n,f,s,f,c,n,b,w,w,v,d
p,f,s,e,f,y,f,c,n,b,w,w,v,p
p,k,s,e,f,f,f,c,n,b,w,w,v,p
p,f,y,e,f,s,f,c,n,b,w,w,v,p
p,f,s,n,f,s,f,c,n,b,w,w,v,p
e,x,s,n,f,n,a,c,b,n,o,b,v,l
p,x,s,n,f,y,f,c,n,b,w,w,v,l
p,k,s,n,f,y,f,c,n,b,w,w,v,l
p,f,s,n,f,f,f,c,n,b,w,w,v,d
p,f,s,n,f,y,f,c,n,b,w,w,v,d
p,x,s,n,f,y,f,c,n,b,w,w,v,p
p,f,s,n,f,y,f,c,n,b,w,w,v,d
p,f,y,e,f,f,f,c,n,b,w,w,v,p
p,f,y,e,f,y,f,c,n,b,w,w,v,d
p,f,s,n,f,f,f,c,n,b,w,w,v,l
p,x,s,e,f,f,f,c,n,b,w,w,v,l
p,x,s,n,f,s,f,c,n,b,w,w,v,p
p,x,s,e,f,y,f,c,n,b,w,w,v,p
p,x,s,e,f,s,f,c,n,b,w,w,v,d
p,f,y,e,f,f,f,c,n,b,w,w,v,l
p,x,s,e,f,y,f,c,n,b,w,w,v,p
p,k,s,e,f,y,f,c,n,b,w,w,v,l
p,x,y,e,f,f,f,c,n,b,w,w,v,p
p,f,s,n,f,f,f,c,n,b,w,w,v,p
p,f,s,n,f,y,f,c,n,b,w,w,v,l
p,x,s,n,f,f,f,c,n,b,w,w,v,d
p,k,y,e,f,y,f,c,n,b,w,w,v,p
p,x,s,e,f,y,f,c,n,b,w,w,v,l
p,f,y,n,f,s,f,c,n,b,w,w,v,d
p,f,y,e,f,s,f,c,n,b,w,w,v,d
p,f,y,n,f,s,f,c,n,b,w,w,v,p
p,f,s,n,f,s,f,c,n,b,w,w,v,l
p,f,s,e,f,y,f,c,n,b,w,w,v,p
p,k,y,n,f,y,f,c,n,b,w,w,v,p
p,f,y,e,f,y,f,c,n,b,w,w,v,l
p,f,s,e,f,s,f,c,n,b,w,w,v,p
p,f,s,n,f,f,f,c,n,b,w,w,v,d
p,x,s,n,f,y,f,c,n,b,w,w,v,l
p,f,y,n,f,s,f,c,n,b,w,w,v,d
p,f,y,e,f,s,f,c,n,b,w,w,v,d
p,x,y,e,f,s,f,c,n,b,w,w,v,d
p,f,s,e,f,s,f,c,n,b,w,w,v,p
p,x,s,n,f,s,f,c,n,b,w,w,v,l
p,f,s,n,f,y,f,c,n,b,w,w,v,p
p,f,s,n,f,s,f,c,n,b,w,w,v,l
p,f,s,e,f,y,f,c,n,b,w,w,v,p
e,x,s,g,f,n,f,w,b,p,w,w,n,g
p,k,y,n,f,y,f,c,n,b,w,w,v,p
p,x,y,e,f,s,f,c,n,b,w,w,v,p
p,x,s,n,f,s,f,c,n,b,w,w,v,p
p,x,s,n,f,s,f,c,n,b,w,w,v,d
p,f,y,e,f,s,f,c,n,b,w,w,v,l
p,k,y,n,f,f,f,c,n,b,w,w,v,l
p,x,s,e,f,f,f,c,n,b,w,w,v,d
p,x,s,n,f,s,f,c,n,b,w,w,v,d
p,k,y,n,f,y,f,c,n,b,w,w,v,d
p,x,y,e,f,f,f,c,n,b,w,w,v,l
p,k,s,n,f,f,f,c,n,b,w,w,v,p
p,x,s,n,f,f,f,c,n,b,w,w,v,p
p,x,y,e,f,f,f,c,n,b,w,w,v,d
p,f,s,e,f,y,f,c,n,b,w,w,v,d
p,f,s,n,f,s,f,c,n,b,w,w,v,l
p,f,s,n,f,f,f,c,n,b,w,w,v,p
p,f,s,e,f,y,f,c,n,b,w,w,v,p
p,x,y,e,f,s,f,c,n,b,w,w,v,l
p,x,s,e,f,f,f,c,n,b,w,w,v,l
p,f,s,n,f,s,f,c,n,b,w,w,v,p
p,f,y,e,f,s,f,c,n,b,w,w,v,d
p,x,s,n,f,f,f,c,n,b,w,w,v,d
p,x,s,e,f,s,f,c,n,b,w,w,v,d
p,x,s,e,f,y,f,c,n,b,w,w,v,l
p,f,s,e,f,f,f,c,n,b,w,w,v,p
p,x,y,e,f,s,f,c,n,b,w,w,v,p
p,x,s,n,f,y,f,c,n,b,w,w,v,d
p,x,s,e,f,s,f,c,n,b,w,w,v,l
p,x,s,e,f,y,f,c,n,b,w,w,v,l
p,x,s,n,f,y,f,c,n,b,w,w,v,d
p,x,s,n,f,s,f,c,n,b,w,w,v,l
p,f,s,e,f,y,f,c,n,b,w,w,v,d
p,f,y,e,f,f,f,c,n,b,w,w,v,d
p,x,s,n,f,s,f,c,n,b,w,w,v,d
p,x,s,e,f,f,f,c,n,b,w,w,v,l
p,f,s,n,f,s,f,c,n,b,w,w,v,l
p,x,s,n,f,f,f,c,n,b,w,w,v,d
p,f,s,e,f,y,f,c,n,b,w,w,v,d
p,k,y,n,f,y,f,c,n,b,w,w,v,p
p,x,s,n,f,y,f,c,n,b,w,w,v,l
p,f,y,n,f,y,f,c,n,b,w,w,v,p
p,k,y,n,f,y,f,c,n,b,w,w,v,p
p,f,s,e,f,s,f,c,n,b,w,w,v,d
p,f,s,n,f,f,f,c,n,b,w,w,v,p
p,x,s,e,f,y,f,c,n,b,w,w,v,d
p,x,s,n,f,f,f,c,n,b,w,w,v,l
p,f,y,n,f,y,f,c,n,b,w,w,v,p
p,f,y,n,f,s,f,c,n,b,w,w,v,p
p,x,s,e,f,y,f,c,n,b,w,w,v,l
p,f,y,n,f,y,f,c,n,b,w,w,v,l
p,x,y,e,f,s,f,c,n,b,w,w,v,p
p,f,y,n,f,y,f,c,n,b,w,w,v,l
p,f,y,e,f,s,f,c,n,b,w,w,v,p
p,x,y,e,f,f,f,c,n,b,w,w,v,l
p,f,s,e,f,y,f,c,n,b,w,w,v,l
p,k,s,n,f,s,f,c,n,b,w,w,v,d
p,x,y,e,f,f,f,c,n,b,w,w,v,p
p,x,s,n,f,f,f,c,n,b,w,w,v,l
p,f,s,e,f,s,f,c,n,b,w,w,v,p
p,f,s,e,f,y,f,c,n,b,w,w,v,p
e,b,f,g,f,n,f,w,b,p,w,w,s,g
p,x,s,n,f,y,f,c,n,b,w,w,v,p
p,k,s,n,f,s,f,c,n,b,w,w,v,p
e,b,s,n,f,n,a,c,b,o,n,y,v,l
p,f,s,n,f,y,f,c,n,b,w,w,v,d
p,f,y,n,f,s,f,c,n,b,w,w,v,d
p,x,y,e,f,s,f,c,n,b,w,w,v,d
p,x,s,e,f,s,f,c,n,b,w,w,v,d
p,k,y,c,f,m,a,c,b,w,w,w,c,d
p,x,s,e,f,s,f,c,n,b,w,w,v,l
p,f,s,n,f,s,f,c,n,b,w,w,v,p
p,x,s,n,f,y,f,c,n,b,w,w,v,l
p,x,y,e,f,s,f,c,n,b,w,w,v,d
p,x,s,e,f,f,f,c,n,b,w,w,v,d
p,f,s,e,f,f,f,c,n,b,w,w,v,l
p,f,s,n,f,f,f,c,n,b,w,w,v,d
p,f,s,n,f,s,f,c,n,b,w,w,v,d
p,f,y,e,f,y,f,c,n,b,w,w,v,p
p,x,s,e,f,y,f,c,n,b,w,w,v,l
p,f,y,e,f,s,f,c,n,b,w,w,v,d
p,f,y,n,f,y,f,c,n,b,w,w,v,l
p,x,y,e,f,f,f,c,n,b,w,w,v,l
p,f,y,e,f,s,f,c,n,b,w,w,v,p
p,f,s,e,f,f,f,c,n,b,w,w,v,l
p,f,s,e,f,f,f,c,n,b,w,w,v,p
p,x,s,e,f,y,f,c,n,b,w,w,v,p
p,x,s,e,f,f,f,c,n,b,w,w,v,d
p,k,y,e,f,s,f,c,n,b,w,w,v,p
p,x,y,e,f,f,f,c,n,b,w,w,v,l
p,x,s,e,f,y,f,c,n,b,w,w,v,d
p,x,s,n,f,y,f,c,n,b,w,w,v,d
p,x,s,n,f,s,f,c,n,b,w,w,v,l
p,f,s,n,f,y,f,c,n,b,w,w,v,d
p,f,y,n,f,s,f,c,n,b,w,w,v,p
p,x,s,e,f,s,f,c,n,b,w,w,v,d
p,k,s,n,f,f,f,c,n,b,w,w,v,p
p,f,s,n,f,y,f,c,n,b,w,w,v,d
p,f,y,n,f,f,f,c,n,b,w,w,v,d
p,f,y,e,f,y,f,c,n,b,w,w,v,p
p,f,y,e,f,s,f,c,n,b,w,w,v,l
p,f,y,n,f,f,f,c,n,b,w,w,v,d
p,x,s,e,f,y,f,c,n,b,w,w,v,l
p,f,y,n,f,s,f,c,n,b,w,w,v,d
p,f,s,n,f,s,f,c,n,b,w,w,v,d
p,f,s,e,f,f,f,c,n,b,w,w,v,p
p,x,s,n,f,y,f,c,n,b,w,w,v,d
p,f,y,e,f,f,f,c,n,b,w,w,v,d
p,k,y,n,f,y,f,c,n,b,w,w,v,l
p,f,s,n,f,y,f,c,n,b,w,w,v,p
p,f,y,n,f,f,f,c,n,b,w,w,v,p
p,f,s,e,f,y,f,c,n,b,w,w,v,l
p,x,s,n,f,f,f,c,n,b,w,w,v,l
p,f,s,e,f,f,f,c,n,b,w,w,v,p
p,x,s,e,f,f,f,c,n,b,w,w,v,d
p,f,y,e,f,s,f,c,n,b,w,w,v,d
p,x,s,e,f,y,f,c,n,b,w,w,v,p
p,f,s,e,f,s,f,c,n,b,w,w,v,p
p,f,s,n,f,f,f,c,n,b,w,w,v,p
p,x,s,n,f,y,f,c,n,b,w,w,v,p
p,x,s,e,f,s,f,c,n,b,w,w,v,d
p,f,s,e,f,s,f,c,n,b,w,w,v,d
p,x,s,e,f,f,f,c,n,b,w,w,v,l
p,x,s,n,f,s,f,c,n,b,w,w,v,l
p,f,s,e,f,f,f,c,n,b,w,w,v,d
p,x,y,e,f,s,f,c,n,b,w,w,v,l
p,x,s,n,f,y,f,c,n,b,w,w,v,p
p,x,y,e,f,s,f,c,n,b,w,w,v,p
p,f,s,e,f,y,f,c,n,b,w,w,v,l
p,x,s,e,f,s,f,c,n,b,w,w,v,d
p,f,y,n,f,f,f,c,n,b,w,w,v,l
p,x,s,e,f,f,f,c,n,b,w,w,v,l
p,x,s,n,f,s,f,c,n,b,w,w,v,l
p,f,s,e,f,y,f,c,n,b,w,w,v,d
p,x,s,e,f,s,f,c,n,b,w,w,v,d
p,f,s,n,f,y,f,c,n,b,w,w,v,l
p,x,y,e,f,s,f,c,n,b,w,w,v,p
p,f,y,e,f,y,f,c,n,b,w,w,v,d
p,x,y,e,f,s,f,c,n,b,w,w,v,p
p,k,y,n,f,y,f,c,n,b,w,w,v,l
p,f,y,n,f,y,f,c,n,b,w,w,v,l
p,x,y,e,f,f,f,c,n,b,w,w,v,l
p,f,s,n,f,y,f,c,n,b,w,w,v,p
p,x,s,e,f,s,f,c,n,b,w,w,v,d
p,f,s,e,f,y,f,c,n,b,w,w,v,d
e,x,f,g,f,n,f,w,b,g,w,w,s,g
p,x,s,e,f,y,f,c,n,b,w,w,v,p
p,f,s,n,f,f,f,c,n,b,w,w,v,l
p,f,s,n,f,s,f,c,n,b,w,w,v,p
p,x,s,e,f,f,f,c,n,b,w,w,v,l
p,x,s,e,f,y,f,c,n,b,w,w,v,l
p,x,s,e,f,s,f,c,n,b,w,w,v,l
p,f,y,e,f,y,f,c,n,b,w,w,v,d
e,b,f,g,f,n,f,w,b,w,w,w,s,g
p,f,y,n,f,s,f,c,n,b,w,w,v,d
p,f,y,e,f,f,f,c,n,b,w,w,v,d
p,f,y,n,f,s,f,c,n,b,w,w,v,d
